    Year, Month, C_Inp_t_C_ha, OA_Inp_t_C_ha, TEMP_C, RM_TMP, RAIN_mm, PEVAP_mm, SMD_mm, RM_Moist, PC, RM_PC, DPM_t_C_ha, RPM_t_C_ha, Bio_t_C_ha, Hum_t_C_ha, IOM_t_C_ha, SOC_t_C_ha, CO2_t_C_ha
       1,     0,             ,               ,       ,       ,        ,         ,       ,         ,   ,      ,     0.0000,     0.0000,     0.0000,     0.0000,     3.0041,     3.0041,     0.0000
       1, 20916,             ,               ,       ,       ,        ,         ,       ,         ,   ,      ,     0.1606,     5.8208,     0.8717,    32.6202,     3.0041,    42.4774,     0.0000
    1939,     1,        0.000,          0.000,    4.0, 0.4050,   114.5,      8.2,   0.00,   1.0000,  1,   0.6,     0.1311,     5.7856,     0.8693,    32.6177,     3.0041,    42.4078,     0.0697
    1939,     2,        0.000,          0.000,    5.4, 0.5335,    30.7,     17.2,   0.00,   1.0000,  1,   0.6,     0.1004,     5.7395,     0.8653,    32.6133,     3.0041,    42.3226,     0.1548
    1939,     3,        0.000,          0.000,    5.5, 0.5425,    51.6,     43.1,   0.00,   1.0000,  1,   0.6,     0.0766,     5.6929,     0.8605,    32.6080,     3.0041,    42.2421,     0.2353
    1939,     4,        0.000,          0.000,    8.3, 0.8688,    90.3,     68.2,   0.00,   1.0000,  1,   0.6,     0.0496,     5.6192,     0.8518,    32.5980,     3.0041,    42.1227,     0.3547
    1939,     5,        0.000,          0.000,   10.5, 1.1757,    40.4,     99.3, -34.07,   0.5480,  1,   0.6,     0.0359,     5.5652,     0.8447,    32.5898,     3.0041,    42.0397,     0.4377
    1939,     6,        0.000,          0.000,   13.6, 1.6506,    74.9,    112.5, -43.55,   0.2446,  1,   0.6,     0.0294,     5.5316,     0.8401,    32.5844,     3.0041,    41.9895,     0.4879
    1939,     7,        0.000,          0.000,   15.6, 1.9970,    59.8,    128.9, -44.94,   0.2000,  1,   0.6,     0.0241,     5.4985,     0.8355,    32.5788,     3.0041,    41.9410,     0.5364
    1939,     8,        1.464,          0.000,   16.1, 2.0863,    96.4,    104.4, -26.84,   0.7795,  1,   0.6,     0.8749,     5.9661,     0.8165,    32.5549,     3.0041,    43.2165,     0.7252
    1939,     9,        0.000,          0.000,   14.1, 1.7382,    25.2,     64.2, -26.84,   0.7795,  0,   1.0,     0.2829,     5.7674,     0.8519,    32.5918,     3.0041,    42.4982,     1.4435
    1939,    10,        0.000,          0.000,    7.9, 0.8195,   103.6,     27.7,   0.00,   1.0000,  0,   1.0,     0.1429,     5.6505,     0.8489,    32.5879,     3.0041,    42.2343,     1.7074
    1939,    11,        0.000,          0.000,    8.5, 0.8907,   105.4,     12.9,   0.00,   1.0000,  1,   0.6,     0.0915,     5.5755,     0.8427,    32.5804,     3.0041,    42.0942,     1.8475
    1939,    12,        0.000,          0.000,    2.4, 0.2787,    58.0,      3.6,   0.00,   1.0000,  1,   0.6,     0.0796,     5.5522,     0.8402,    32.5776,     3.0041,    42.0538,     1.8880
    1940,     1,        0.000,          0.000,   -2.6, 0.0550,    56.1,      2.4,   0.00,   1.0000,  1,   0.6,     0.0775,     5.5476,     0.8397,    32.5770,     3.0041,    42.0459,     1.8958
    1940,     2,        0.000,          0.000,    1.6, 0.2298,    52.9,     18.2,   0.00,   1.0000,  1,   0.6,     0.0691,     5.5286,     0.8376,    32.5744,     3.0041,    42.0138,     1.9280
    1940,     3,        0.000,          0.000,    6.0, 0.5954,    79.1,     47.1,   0.00,   1.0000,  1,   0.6,     0.0513,     5.4794,     0.8318,    32.5673,     3.0041,    41.9339,     2.0078
    1940,     4,        0.057,          0.000,    8.5, 0.8972,    69.7,     78.9,   0.00,   1.0000,  1,   0.6,     0.0664,     5.4296,     0.8223,    32.5555,     3.0041,    41.8779,     2.1209
    1940,     5,        0.057,          0.000,   12.1, 1.4213,    45.8,    105.3, -33.17,   0.5768,  1,   0.6,     0.0778,     5.3866,     0.8143,    32.5452,     3.0041,    41.8281,     2.2278
    1940,     6,        0.057,          0.000,   15.7, 2.0148,    35.4,    120.3, -44.94,   0.2000,  1,   0.6,     0.0973,     5.3775,     0.8108,    32.5406,     3.0041,    41.8303,     2.2827
    1940,     7,        0.057,          0.000,   14.8, 1.8584,    82.2,    124.7, -44.94,   0.2000,  1,   0.6,     0.1145,     5.3710,     0.8079,    32.5366,     3.0041,    41.8342,     2.3360
    1940,     8,        0.057,          0.000,   15.5, 1.9811,     6.0,    111.3, -44.94,   0.2000,  1,   0.6,     0.1276,     5.3626,     0.8051,    32.5328,     3.0041,    41.8323,     2.3950
    1940,     9,        0.285,          0.000,   12.6, 1.4979,    29.7,     62.9, -44.94,   0.2000,  1,   0.6,     0.2783,     5.4555,     0.8032,    32.5302,     3.0041,    42.0714,     2.4413
    1940,    10,        0.000,          0.000,    8.8, 0.9339,    81.4,     28.1,   0.00,   1.0000,  1,   0.6,     0.1745,     5.3796,     0.8027,    32.5279,     3.0041,    41.8888,     2.6238
    1940,    11,        0.000,          0.000,    6.4, 0.6408,   189.3,      6.0,   0.00,   1.0000,  1,   0.6,     0.1266,     5.3282,     0.7999,    32.5234,     3.0041,    41.7822,     2.7304
    1940,    12,        0.000,          0.000,    3.0, 0.3273,    46.2,      3.0,   0.00,   1.0000,  1,   0.6,     0.1075,     5.3021,     0.7979,    32.5205,     3.0041,    41.7321,     2.7806
    1941,     1,        0.000,          0.000,   -0.0, 0.1425,    74.8,      4.0,   0.00,   1.0000,  0,   1.0,     0.0955,     5.2832,     0.7962,    32.5181,     3.0041,    41.6971,     2.8155
    1941,     2,        0.000,          0.000,    3.3, 0.3466,    55.9,     16.1,   0.00,   1.0000,  0,   1.0,     0.0715,     5.2376,     0.7917,    32.5117,     3.0041,    41.6167,     2.8959
    1941,     3,        0.000,          0.000,    4.5, 0.4502,    88.3,     43.0,   0.00,   1.0000,  0,   1.0,     0.0492,     5.1790,     0.7851,    32.5022,     3.0041,    41.5196,     2.9930
    1941,     4,        0.000,          0.000,    6.2, 0.6179,    45.6,     73.9,  -9.83,   1.0000,  0,   1.0,     0.0294,     5.0996,     0.7750,    32.4878,     3.0041,    41.3959,     3.1167
    1941,     5,        0.000,          0.000,    8.4, 0.8842,    58.6,    104.3, -29.45,   0.6960,  1,   0.6,     0.0216,     5.0528,     0.7686,    32.4786,     3.0041,    41.3257,     3.1869
    1941,     6,        0.000,          0.000,   15.0, 1.9002,    40.9,    120.8, -44.94,   0.2000,  1,   0.6,     0.0179,     5.0240,     0.7646,    32.4728,     3.0041,    41.2834,     3.2293
    1941,     7,        0.000,          0.000,   17.5, 2.3546,    67.8,    134.9, -44.94,   0.2000,  1,   0.6,     0.0141,     4.9887,     0.7595,    32.4654,     3.0041,    41.2318,     3.2808
    1941,     8,        0.000,          0.000,   14.5, 1.8117,   105.0,    102.9, -17.12,   1.0000,  1,   0.6,     0.0057,     4.8549,     0.7404,    32.4359,     3.0041,    41.0411,     3.4715
    1941,     9,        1.327,          0.000,   13.9, 1.7178,    25.5,     65.7, -40.89,   0.3297,  1,   0.6,     0.7873,     5.3575,     0.7343,    32.4265,     3.0041,    42.3097,     3.5295
    1941,    10,        0.000,          0.000,    9.8, 1.0763,    52.5,     29.5, -10.52,   1.0000,  0,   1.0,     0.3211,     5.2153,     0.7643,    32.4532,     3.0041,    41.7579,     4.0813
    1941,    11,        0.000,          0.000,    6.2, 0.6255,    69.6,     10.2,   0.00,   1.0000,  0,   1.0,     0.1906,     5.1344,     0.7661,    32.4518,     3.0041,    41.5470,     4.2923
    1941,    12,        0.000,          0.000,    4.9, 0.4914,    42.8,      4.4,   0.00,   1.0000,  0,   1.0,     0.1266,     5.0717,     0.7634,    32.4460,     3.0041,    41.4117,     4.4275
    1942,     1,        0.000,          0.000,   -0.2, 0.1345,    71.0,      7.0,   0.00,   1.0000,  0,   1.0,     0.1132,     5.0546,     0.7622,    32.4439,     3.0041,    41.3780,     4.4612
    1942,     2,        0.000,          0.000,   -0.4, 0.1256,    34.2,     15.3,   0.00,   1.0000,  0,   1.0,     0.1019,     5.0388,     0.7609,    32.4418,     3.0041,    41.3475,     4.4917
    1942,     3,        0.000,          0.000,    4.7, 0.4724,    37.1,     43.3,   0.00,   1.0000,  0,   1.0,     0.0688,     4.9796,     0.7554,    32.4327,     3.0041,    41.2406,     4.5986
    1942,     4,        0.000,          0.000,    8.7, 0.9247,    32.8,     70.5, -20.08,   0.9962,  1,   0.6,     0.0434,     4.9113,     0.7477,    32.4203,     3.0041,    41.1268,     4.7124
    1942,     5,        0.000,          0.000,   11.1, 1.2560,    68.3,    107.1, -32.10,   0.6112,  1,   0.6,     0.0296,     4.8551,     0.7405,    32.4090,     3.0041,    41.0383,     4.8009
    1942,     6,        0.000,          0.000,   14.6, 1.8221,    11.3,    121.8, -44.94,   0.2000,  1,   0.6,     0.0246,     4.8286,     0.7370,    32.4034,     3.0041,    40.9978,     4.8414
    1942,     7,        0.000,          0.000,   15.7, 2.0201,    70.3,    132.7, -44.94,   0.2000,  1,   0.6,     0.0201,     4.7994,     0.7330,    32.3971,     3.0041,    40.9538,     4.8854
    1942,     8,        1.138,          0.000,   16.5, 2.1729,    39.1,    114.2, -44.94,   0.2000,  1,   0.6,     0.6877,     5.2345,     0.7286,    32.3902,     3.0041,    42.0451,     4.9319
    1942,     9,        0.000,          0.000,   13.8, 1.6993,    27.7,     67.2, -44.94,   0.2000,  0,   1.0,     0.5181,     5.1902,     0.7402,    32.4012,     3.0041,    41.8538,     5.1231
    1942,    10,        0.000,          0.000,   10.5, 1.1757,    60.9,     34.1,  -9.62,   1.0000,  0,   1.0,     0.1945,     5.0399,     0.7533,    32.4076,     3.0041,    41.3994,     5.5775
    1942,    11,        0.000,          0.000,    4.6, 0.4622,    54.7,      7.2,   0.00,   1.0000,  0,   1.0,     0.1323,     4.9820,     0.7511,    32.4023,     3.0041,    41.2718,     5.7051
    1942,    12,        0.000,          0.000,    6.5, 0.6485,    66.3,      3.5,   0.00,   1.0000,  0,   1.0,     0.0771,     4.9019,     0.7448,    32.3908,     3.0041,    41.1187,     5.8583
    1943,     1,        0.000,          0.000,    4.7, 0.4668,   104.9,      7.8,   0.00,   1.0000,  0,   1.0,     0.0522,     4.8450,     0.7388,    32.3807,     3.0041,    41.0207,     5.9562
    1943,     2,        0.000,          0.000,    5.4, 0.5355,    27.5,     19.5,   0.00,   1.0000,  0,   1.0,     0.0334,     4.7806,     0.7309,    32.3677,     3.0041,    40.9168,     6.0601
    1943,     3,        0.000,          0.000,    6.0, 0.5932,    27.8,     43.4,  -4.75,   1.0000,  0,   1.0,     0.0204,     4.7102,     0.7216,    32.3524,     3.0041,    40.8087,     6.1683
    1943,     4,        0.000,          0.000,   10.8, 1.2096,    37.4,     82.5, -24.99,   0.8388,  0,   1.0,     0.0088,     4.5922,     0.7052,    32.3244,     3.0041,    40.6347,     6.3422
    1943,     5,        0.000,          0.000,   12.1, 1.4149,    58.2,    104.9, -44.94,   0.2000,  1,   0.6,     0.0076,     4.5727,     0.7024,    32.3196,     3.0041,    40.6064,     6.3705
    1943,     6,        0.000,          0.000,   14.3, 1.7757,    51.0,    119.7, -44.94,   0.2000,  1,   0.6,     0.0064,     4.5484,     0.6988,    32.3136,     3.0041,    40.5713,     6.4056
    1943,     7,        0.000,          0.000,   16.4, 2.1385,    23.7,    134.8, -44.94,   0.2000,  1,   0.6,     0.0051,     4.5194,     0.6945,    32.3062,     3.0041,    40.5293,     6.4476
    1943,     8,        0.000,          0.000,   16.4, 2.1566,    46.6,    116.0, -44.94,   0.2000,  1,   0.6,     0.0041,     4.4902,     0.6902,    32.2987,     3.0041,    40.4873,     6.4896
    1943,     9,        1.142,          0.000,   13.4, 1.6190,    51.9,     64.1, -41.12,   0.3225,  1,   0.6,     0.6774,     4.9233,     0.6850,    32.2896,     3.0041,    41.5793,     6.5399
    1943,    10,        0.000,          0.000,   10.4, 1.1567,    68.5,     31.4,   0.00,   1.0000,  0,   1.0,     0.2584,     4.7830,     0.7104,    32.3068,     3.0041,    41.0626,     7.0566
    1943,    11,        0.000,          0.000,    5.4, 0.5375,    44.7,      8.5,   0.00,   1.0000,  0,   1.0,     0.1651,     4.7191,     0.7108,    32.3026,     3.0041,    40.9017,     7.2175
    1943,    12,        0.000,          0.000,    2.8, 0.3116,    50.4,      3.1,   0.00,   1.0000,  0,   1.0,     0.1273,     4.6825,     0.7092,    32.2982,     3.0041,    40.8213,     7.2979
    1944,     1,        0.000,          0.000,    5.7, 0.5619,    46.6,     12.2,   0.00,   1.0000,  1,   0.6,     0.0961,     4.6432,     0.7065,    32.2922,     3.0041,    40.7422,     7.3770
    1944,     2,        0.000,          0.000,    2.9, 0.3168,    39.6,     22.3,   0.00,   1.0000,  1,   0.6,     0.0821,     4.6212,     0.7047,    32.2884,     3.0041,    40.7004,     7.4188
    1944,     3,        0.000,          0.000,    4.8, 0.4752,    17.7,     45.0, -16.05,   1.0000,  1,   0.6,     0.0647,     4.5884,     0.7015,    32.2822,     3.0041,    40.6409,     7.4784
    1944,     4,        0.000,          0.000,   10.1, 1.1062,    67.0,     81.0,  -9.80,   1.0000,  1,   0.6,     0.0372,     4.5129,     0.6930,    32.2661,     3.0041,    40.5133,     7.6059
    1944,     5,        0.000,          0.000,   11.3, 1.2878,   103.7,    108.5,   0.00,   1.0000,  1,   0.6,     0.0195,     4.4265,     0.6820,    32.2454,     3.0041,    40.3776,     7.7416
    1944,     6,        0.000,          0.000,   13.5, 1.6489,    48.7,    124.9, -44.94,   0.2000,  1,   0.6,     0.0166,     4.4047,     0.6789,    32.2399,     3.0041,    40.3442,     7.7750
    1944,     7,        0.000,          0.000,   16.6, 2.1893,    61.0,    138.7, -44.94,   0.2000,  1,   0.6,     0.0133,     4.3759,     0.6749,    32.2325,     3.0041,    40.3007,     7.8185
    1944,     8,        1.361,          0.000,   17.4, 2.3213,    64.4,    115.8, -44.94,   0.2000,  1,   0.6,     0.8141,     4.9034,     0.6706,    32.2245,     3.0041,    41.6168,     7.8639
    1944,     9,        0.000,          0.000,   12.4, 1.4658,    54.4,     61.7, -36.82,   0.4601,  0,   1.0,     0.4641,     4.8215,     0.6964,    32.2472,     3.0041,    41.2333,     8.2474
    1944,    10,        0.000,          0.000,    9.2, 0.9931,    91.5,     31.0,   0.00,   1.0000,  0,   1.0,     0.2029,     4.7032,     0.7072,    32.2501,     3.0041,    40.8675,     8.6132
    1944,    11,        0.000,          0.000,    6.0, 0.6007,    91.8,     11.3,   0.00,   1.0000,  1,   0.6,     0.1502,     4.6610,     0.7064,    32.2461,     3.0041,    40.7678,     8.7129
    1944,    12,        0.000,          0.000,    2.8, 0.3123,    34.3,      2.4,   0.00,   1.0000,  1,   0.6,     0.1285,     4.6393,     0.7054,    32.2433,     3.0041,    40.7205,     8.7602
    1945,     1,        0.000,          0.000,   -0.3, 0.1319,    54.3,      5.0,   0.00,   1.0000,  1,   0.6,     0.1203,     4.6301,     0.7048,    32.2420,     3.0041,    40.7013,     8.7794
    1945,     2,        0.000,          0.000,    7.1, 0.7169,    45.9,     19.0,   0.00,   1.0000,  1,   0.6,     0.0841,     4.5806,     0.7011,    32.2339,     3.0041,    40.6037,     8.8770
    1945,     3,        0.000,          0.000,    7.8, 0.8033,    23.3,     46.4, -11.50,   1.0000,  1,   0.6,     0.0563,     4.5257,     0.6957,    32.2232,     3.0041,    40.5049,     8.9758
    1945,     4,        0.064,          0.000,    9.8, 1.0665,    24.3,     76.8, -44.80,   0.2046,  1,   0.6,     0.0882,     4.5371,     0.6940,    32.2200,     3.0041,    40.5435,     9.0012
    1945,     5,        0.064,          0.000,   12.7, 1.5028,    56.6,    113.3, -44.94,   0.2000,  1,   0.6,     0.1137,     4.5430,     0.6922,    32.2162,     3.0041,    40.5692,     9.0395
    1945,     6,        0.064,          0.000,   14.5, 1.8048,    62.2,    123.4, -44.94,   0.2000,  1,   0.6,     0.1327,     4.5447,     0.6904,    32.2122,     3.0041,    40.5840,     9.0887
    1945,     7,        0.064,          0.000,   16.8, 2.2185,    64.2,    135.3, -44.94,   0.2000,  1,   0.6,     0.1441,     4.5407,     0.6886,    32.2076,     3.0041,    40.5851,     9.1516
    1945,     8,        0.064,          0.000,   15.6, 2.0024,    45.3,    111.3, -44.94,   0.2000,  1,   0.6,     0.1557,     4.5398,     0.6873,    32.2037,     3.0041,    40.5905,     9.2102
    1945,     9,        0.320,          0.000,   14.4, 1.7911,    61.2,     76.7, -41.27,   0.3177,  1,   0.6,     0.3059,     4.6323,     0.6855,    32.1983,     3.0041,    40.8261,     9.2945
    1945,    10,        0.000,          0.000,   11.6, 1.3368,    89.9,     31.0,   0.00,   1.0000,  1,   0.6,     0.1568,     4.5403,     0.6879,    32.1928,     3.0041,    40.5819,     9.5387
    1945,    11,        0.000,          0.000,    6.9, 0.7006,    33.7,     11.8,   0.00,   1.0000,  1,   0.6,     0.1105,     4.4929,     0.6856,    32.1861,     3.0041,    40.4791,     9.6415
    1945,    12,        0.000,          0.000,    4.4, 0.4421,    88.6,      5.1,   0.00,   1.0000,  1,   0.6,     0.0886,     4.4632,     0.6834,    32.1809,     3.0041,    40.4201,     9.7005
    1946,     1,        0.000,          0.000,    2.8, 0.3094,    45.2,      8.5,   0.00,   1.0000,  0,   1.0,     0.0684,     4.4288,     0.6803,    32.1742,     3.0041,    40.3558,     9.7648
    1946,     2,        0.000,          0.000,    5.8, 0.5816,    58.6,     20.4,   0.00,   1.0000,  0,   1.0,     0.0421,     4.3648,     0.6734,    32.1601,     3.0041,    40.2446,     9.8760
    1946,     3,        0.000,          0.000,    4.6, 0.4603,    40.8,     43.5,   0.00,   1.0000,  0,   1.0,     0.0287,     4.3149,     0.6673,    32.1480,     3.0041,    40.1630,     9.9576
    1946,     4,        0.000,          0.000,    9.5, 1.0330,    34.8,     70.6, -18.15,   1.0000,  0,   1.0,     0.0121,     4.2049,     0.6527,    32.1188,     3.0041,    39.9927,    10.1279
    1946,     5,        0.000,          0.000,   10.1, 1.1119,    59.1,    102.8, -36.15,   0.4815,  1,   0.6,     0.0093,     4.1713,     0.6479,    32.1094,     3.0041,    39.9420,    10.1786
    1946,     6,        0.000,          0.000,   13.2, 1.5892,    96.4,    118.4, -28.55,   0.7248,  1,   0.6,     0.0052,     4.0998,     0.6377,    32.0888,     3.0041,    39.8356,    10.2850
    1946,     7,        0.000,          0.000,   16.5, 2.1729,    40.7,    129.5, -44.94,   0.2000,  1,   0.6,     0.0042,     4.0732,     0.6338,    32.0809,     3.0041,    39.7962,    10.3244
    1946,     8,        0.000,          0.000,   14.9, 1.8775,   108.5,    106.5, -16.32,   1.0000,  1,   0.6,     0.0016,     3.9601,     0.6175,    32.0464,     3.0041,    39.6297,    10.4910
    1946,     9,        1.155,          0.000,   14.0, 1.7297,    75.8,     67.5,   0.00,   1.0000,  1,   0.6,     0.6827,     4.3322,     0.6028,    32.0139,     3.0041,    40.6357,    10.6404
    1946,    10,        0.000,          0.000,    9.3, 1.0013,    60.0,     32.7,   0.00,   1.0000,  0,   1.0,     0.2964,     4.2251,     0.6295,    32.0298,     3.0041,    40.1849,    11.0912
    1946,    11,        0.000,          0.000,    7.9, 0.8195,   135.7,     13.1,   0.00,   1.0000,  0,   1.0,     0.1497,     4.1394,     0.6327,    32.0225,     3.0041,    39.9484,    11.3277
    1946,    12,        0.000,          0.000,    2.0, 0.2539,    59.6,      0.8,   0.00,   1.0000,  0,   1.0,     0.1212,     4.1132,     0.6318,    32.0181,     3.0041,    39.8884,    11.3877
    1947,     1,        0.000,          0.000,    1.1, 0.1998,    45.8,      4.1,   0.00,   1.0000,  0,   1.0,     0.1026,     4.0927,     0.6307,    32.0142,     3.0041,    39.8443,    11.4318
    1947,     2,        0.000,          0.000,   -2.8, 0.0513,    45.8,     13.7,   0.00,   1.0000,  0,   1.0,     0.0983,     4.0875,     0.6303,    32.0132,     3.0041,    39.8334,    11.4428
    1947,     3,        0.000,          0.000,    3.5, 0.3617,   121.0,     39.3,   0.00,   1.0000,  0,   1.0,     0.0727,     4.0507,     0.6275,    32.0051,     3.0041,    39.7601,    11.5160
    1947,     4,        0.000,          0.000,    8.4, 0.8829,    50.0,     77.2,  -7.90,   1.0000,  1,   0.6,     0.0468,     3.9974,     0.6223,    31.9919,     3.0041,    39.6624,    11.6137
    1947,     5,        0.000,          0.000,   13.4, 1.6306,    31.0,    113.6, -44.94,   0.2000,  1,   0.6,     0.0397,     3.9779,     0.6201,    31.9867,     3.0041,    39.6284,    11.6477
    1947,     6,        0.000,          0.000,   15.5, 1.9917,    39.5,    125.5, -44.94,   0.2000,  1,   0.6,     0.0325,     3.9542,     0.6172,    31.9802,     3.0041,    39.5882,    11.6879
    1947,     7,        0.000,          0.000,   17.4, 2.3305,    37.3,    140.3, -44.94,   0.2000,  1,   0.6,     0.0258,     3.9266,     0.6138,    31.9723,     3.0041,    39.5425,    11.7336
    1947,     8,        1.061,          0.000,   18.3, 2.4926,     3.4,    112.6, -44.94,   0.2000,  1,   0.6,     0.6465,     4.3323,     0.6100,    31.9636,     3.0041,    40.5565,    11.7810
    1947,     9,        0.000,          0.000,   15.1, 1.9194,    28.9,     70.0, -44.94,   0.2000,  0,   1.0,     0.4695,     4.2909,     0.6229,    31.9733,     3.0041,    40.3607,    11.9768
    1947,    10,        0.000,          0.000,    9.9, 1.0862,    13.4,     32.9, -44.94,   0.2000,  0,   1.0,     0.3918,     4.2677,     0.6277,    31.9760,     3.0041,    40.2673,    12.0702
    1947,    11,        0.000,          0.000,    6.9, 0.7018,    48.1,      9.5,  -3.97,   1.0000,  0,   1.0,     0.2183,     4.1935,     0.6354,    31.9756,     3.0041,    40.0269,    12.3106
    1947,    12,        0.000,          0.000,    5.0, 0.4933,    72.2,      7.2,   0.00,   1.0000,  0,   1.0,     0.1447,     4.1421,     0.6355,    31.9695,     3.0041,    39.8959,    12.4416
    1948,     1,        0.000,          0.000,    5.5, 0.5476,   112.0,     11.8,   0.00,   1.0000,  0,   1.0,     0.0917,     4.0858,     0.6327,    31.9591,     3.0041,    39.7734,    12.5641
    1948,     2,        0.000,          0.000,    4.3, 0.4286,    33.9,     19.7,   0.00,   1.0000,  0,   1.0,     0.0642,     4.0422,     0.6290,    31.9493,     3.0041,    39.6888,    12.6487
    1948,     3,        0.000,          0.000,    8.0, 0.8270,    21.8,     48.4, -14.50,   1.0000,  0,   1.0,     0.0322,     3.9595,     0.6201,    31.9276,     3.0041,    39.5435,    12.7940
    1948,     4,        0.000,          0.000,    8.8, 0.9300,    40.5,     68.5, -24.99,   0.8388,  0,   1.0,     0.0168,     3.8830,     0.6103,    31.9052,     3.0041,    39.4194,    12.9181
    1948,     5,        0.000,          0.000,   11.0, 1.2409,    99.7,    100.0,  -0.29,   1.0000,  1,   0.6,     0.0090,     3.8114,     0.6004,    31.8828,     3.0041,    39.3078,    13.0297
    1948,     6,        0.000,          0.000,   13.3, 1.6057,    75.2,    123.5, -17.71,   1.0000,  1,   0.6,     0.0041,     3.7207,     0.5876,    31.8529,     3.0041,    39.1693,    13.1682
    1948,     7,        0.000,          0.000,   15.6, 2.0024,    68.1,    131.3, -44.94,   0.2000,  1,   0.6,     0.0033,     3.6984,     0.5843,    31.8454,     3.0041,    39.1355,    13.2020
    1948,     8,        0.000,          0.000,   15.0, 1.9054,   129.1,    107.3,   0.00,   1.0000,  1,   0.6,     0.0013,     3.5942,     0.5693,    31.8090,     3.0041,    38.9779,    13.3597
    1948,     9,        1.484,          0.000,   14.2, 1.7569,    64.3,     64.1,   0.00,   1.0000,  1,   0.6,     0.8763,     4.1088,     0.5558,    31.7749,     3.0041,    40.3200,    13.5014
    1948,    10,        0.000,          0.000,    9.6, 1.0427,    68.8,     30.5,   0.00,   1.0000,  0,   1.0,     0.3675,     4.0031,     0.5962,    31.8035,     3.0041,    39.7745,    14.0469
    1948,    11,        0.000,          0.000,    6.5, 0.6552,    35.9,      7.5,   0.00,   1.0000,  0,   1.0,     0.2129,     3.9381,     0.6032,    31.8018,     3.0041,    39.5601,    14.2614
    1948,    12,        0.000,          0.000,    5.4, 0.5335,    61.1,      2.2,   0.00,   1.0000,  0,   1.0,     0.1365,     3.8859,     0.6035,    31.7944,     3.0041,    39.4244,    14.3970
    1949,     1,        0.000,          0.000,    5.0, 0.4952,    31.1,      8.2,   0.00,   1.0000,  1,   0.6,     0.1066,     3.8572,     0.6023,    31.7887,     3.0041,    39.3588,    14.4626
    1949,     2,        0.000,          0.000,    5.2, 0.5176,    36.7,     16.4,   0.00,   1.0000,  1,   0.6,     0.0823,     3.8273,     0.6003,    31.7819,     3.0041,    39.2959,    14.5255
    1949,     3,        0.000,          0.000,    4.4, 0.4430,    42.7,     43.7,   0.00,   1.0000,  1,   0.6,     0.0659,     3.8020,     0.5982,    31.7756,     3.0041,    39.2457,    14.5757
    1949,     4,        0.000,          0.000,    9.9, 1.0848,    49.4,     75.5,  -7.23,   1.0000,  1,   0.6,     0.0383,     3.7406,     0.5919,    31.7584,     3.0041,    39.1333,    14.6881
    1949,     5,        0.000,          0.000,   10.5, 1.1771,    59.7,    104.9, -26.20,   0.8001,  1,   0.6,     0.0239,     3.6881,     0.5855,    31.7422,     3.0041,    39.0439,    14.7776
    1949,     6,        0.000,          0.000,   14.8, 1.8567,    18.7,    120.6, -44.94,   0.2000,  1,   0.6,     0.0199,     3.6677,     0.5828,    31.7356,     3.0041,    39.0100,    14.8114
    1949,     7,        0.000,          0.000,   17.4, 2.3305,    30.0,    138.9, -44.94,   0.2000,  1,   0.6,     0.0157,     3.6421,     0.5793,    31.7272,     3.0041,    38.9685,    14.8529
    1949,     8,        1.974,          0.000,   17.0, 2.2587,    53.8,    114.1, -44.94,   0.2000,  1,   0.6,     1.1777,     4.4265,     0.5759,    31.7190,     3.0041,    40.9032,    14.8924
    1949,     9,        0.000,          0.000,   16.8, 2.2276,    22.8,     72.9, -44.94,   0.2000,  0,   1.0,     0.8125,     4.3775,     0.6080,    31.7495,     3.0041,    40.5515,    15.2441
    1949,    10,        0.000,          0.000,   11.6, 1.3307,   138.6,     31.3,   0.00,   1.0000,  0,   1.0,     0.2681,     4.2343,     0.6467,    31.7749,     3.0041,    39.9281,    15.8675
    1949,    11,        0.000,          0.000,    6.0, 0.5996,    76.8,     10.4,   0.00,   1.0000,  1,   0.6,     0.1986,     4.1964,     0.6482,    31.7725,     3.0041,    39.8198,    15.9758
    1949,    12,        0.000,          0.000,    5.6, 0.5588,    37.3,      5.5,   0.00,   1.0000,  1,   0.6,     0.1502,     4.1613,     0.6479,    31.7683,     3.0041,    39.7318,    16.0638
    1950,     1,        0.000,          0.000,    3.7, 0.3805,    30.4,      8.8,   0.00,   1.0000,  1,   0.6,     0.1242,     4.1376,     0.6469,    31.7646,     3.0041,    39.6774,    16.1182
    1950,     2,        0.000,          0.000,    5.5, 0.5496,   100.4,     22.6,   0.00,   1.0000,  1,   0.6,     0.0943,     4.1037,     0.6447,    31.7582,     3.0041,    39.6051,    16.1905
    1950,     3,        0.000,          0.000,    7.2, 0.7309,    24.3,     45.2,  -9.60,   1.0000,  1,   0.6,     0.0655,     4.0589,     0.6408,    31.7485,     3.0041,    39.5178,    16.2779
    1950,     4,        0.262,          0.000,    7.6, 0.7788,    51.9,     74.1, -13.28,   1.0000,  1,   0.6,     0.1990,     4.1191,     0.6357,    31.7368,     3.0041,    39.6947,    16.3629
    1950,     5,        0.262,          0.000,   10.7, 1.1963,   124.1,    103.2,   0.00,   1.0000,  1,   0.6,     0.2640,     4.1533,     0.6340,    31.7258,     3.0041,    39.7813,    16.5383
    1950,     6,        0.262,          0.000,   16.4, 2.1476,    42.9,    121.6, -44.94,   0.2000,  1,   0.6,     0.3676,     4.2340,     0.6353,    31.7242,     3.0041,    39.9652,    16.6164
