    Year, Month, C_Inp_t_C_ha, OA_Inp_t_C_ha, TEMP_C, RM_TMP, RAIN_mm, PEVAP_mm, SMD_mm, RM_Moist, PC, RM_PC, DPM_t_C_ha, RPM_t_C_ha, Bio_t_C_ha, Hum_t_C_ha, IOM_t_C_ha, SOC_t_C_ha, CO2_t_C_ha
    1950,     7,        0.262,          0.000,   16.0, 2.0701,   142.4,    128.0,   0.00,   1.0000,  1,   0.6,     0.2852,     4.2119,     0.6417,    31.7153,     3.0041,    39.8582,    16.9854
    1950,     8,        0.262,          0.000,   15.8, 2.0362,    72.1,    105.5,  -7.03,   1.0000,  1,   0.6,     0.2577,     4.1925,     0.6423,    31.7004,     3.0041,    39.7970,    17.3086
    1950,     9,        1.310,          0.000,   13.1, 1.5695,    79.9,     66.1,   0.00,   1.0000,  1,   0.6,     0.8906,     4.6317,     0.6425,    31.6890,     3.0041,    40.8579,    17.5575
    1950,    10,        0.000,          0.000,    9.4, 1.0136,    40.7,     33.6,   0.00,   1.0000,  1,   0.6,     0.5365,     4.5619,     0.6700,    31.7140,     3.0041,    40.4864,    17.9290
    1950,    11,        0.000,          0.000,    5.5, 0.5506,   112.3,      8.1,   0.00,   1.0000,  1,   0.6,     0.4074,     4.5243,     0.6779,    31.7200,     3.0041,    40.3337,    18.0817
    1950,    12,        0.000,          0.000,    0.4, 0.1643,    51.0,      1.9,   0.00,   1.0000,  1,   0.6,     0.3753,     4.5132,     0.6795,    31.7210,     3.0041,    40.2931,    18.1223
    1951,     1,        0.000,          0.000,    3.6, 0.3723,    80.1,      6.8,   0.00,   1.0000,  0,   1.0,     0.2752,     4.4714,     0.6836,    31.7223,     3.0041,    40.1566,    18.2589
    1951,     2,        0.000,          0.000,    3.4, 0.3577,    97.2,     15.9,   0.00,   1.0000,  0,   1.0,     0.2042,     4.4316,     0.6849,    31.7205,     3.0041,    40.0453,    18.3702
    1951,     3,        0.000,          0.000,    4.0, 0.4068,    93.8,     42.4,   0.00,   1.0000,  0,   1.0,     0.1455,     4.3867,     0.6840,    31.7158,     3.0041,    39.9361,    18.4793
    1951,     4,        0.000,          0.000,    6.6, 0.6664,    80.6,     65.4,   0.00,   1.0000,  0,   1.0,     0.0835,     4.3143,     0.6792,    31.7038,     3.0041,    39.7848,    18.6306
    1951,     5,        0.000,          0.000,    9.9, 1.0877,    65.8,    104.2, -12.35,   1.0000,  1,   0.6,     0.0485,     4.2444,     0.6719,    31.6889,     3.0041,    39.6578,    18.7577
    1951,     6,        0.000,          0.000,   13.8, 1.6908,    25.6,    117.3, -44.94,   0.2000,  1,   0.6,     0.0409,     4.2230,     0.6692,    31.6838,     3.0041,    39.6210,    18.7944
    1951,     7,        0.000,          0.000,   16.4, 2.1494,    44.6,    133.5, -44.94,   0.2000,  1,   0.6,     0.0330,     4.1958,     0.6657,    31.6771,     3.0041,    39.5758,    18.8396
    1951,     8,        0.000,          0.000,   15.1, 1.9212,   102.3,    106.8, -22.74,   0.9107,  1,   0.6,     0.0138,     4.0871,     0.6509,    31.6481,     3.0041,    39.4040,    19.0114
    1951,     9,        1.270,          0.000,   14.2, 1.7586,    60.0,     66.9, -12.92,   1.0000,  1,   0.6,     0.7552,     4.5011,     0.6352,    31.6173,     3.0041,    40.5130,    19.1724
    1951,    10,        0.000,          0.000,    8.6, 0.9115,    44.1,     28.3,   0.00,   1.0000,  0,   1.0,     0.3533,     4.3997,     0.6635,    31.6389,     3.0041,    40.0596,    19.6257
    1951,    11,        0.000,          0.000,    8.2, 0.8624,   113.3,      9.6,   0.00,   1.0000,  0,   1.0,     0.1722,     4.3059,     0.6686,    31.6355,     3.0041,    39.7863,    19.8991
    1951,    12,        0.000,          0.000,    5.2, 0.5166,    46.5,      2.8,   0.00,   1.0000,  0,   1.0,     0.1120,     4.2506,     0.6663,    31.6276,     3.0041,    39.6606,    20.0247
    1952,     1,        0.000,          0.000,    2.8, 0.3101,    44.4,      2.8,   0.00,   1.0000,  0,   1.0,     0.0865,     4.2178,     0.6638,    31.6215,     3.0041,    39.5937,    20.0916
    1952,     2,        0.000,          0.000,    2.7, 0.3028,    24.8,     16.6,   0.00,   1.0000,  0,   1.0,     0.0672,     4.1860,     0.6608,    31.6149,     3.0041,    39.5330,    20.1524
    1952,     3,        0.000,          0.000,    6.4, 0.6375,    94.5,     44.6,   0.00,   1.0000,  0,   1.0,     0.0395,     4.1198,     0.6533,    31.5993,     3.0041,    39.4160,    20.2693
    1952,     4,        0.000,          0.000,    9.7, 1.0566,    59.4,     79.6,  -0.30,   1.0000,  1,   0.6,     0.0233,     4.0550,     0.6448,    31.5823,     3.0041,    39.3096,    20.3758
    1952,     5,        0.000,          0.000,   13.3, 1.6091,    65.9,    111.6, -18.10,   1.0000,  1,   0.6,     0.0104,     3.9583,     0.6312,    31.5547,     3.0041,    39.1588,    20.5265
    1952,     6,        0.000,          0.000,   14.6, 1.8324,    31.6,    122.6, -44.94,   0.2000,  1,   0.6,     0.0087,     3.9366,     0.6280,    31.5482,     3.0041,    39.1256,    20.5597
    1952,     7,        0.000,          0.000,   17.0, 2.2514,    17.4,    139.9, -44.94,   0.2000,  1,   0.6,     0.0069,     3.9101,     0.6240,    31.5402,     3.0041,    39.0853,    20.6000
    1952,     8,        1.174,          0.000,   16.2, 2.1133,    87.5,    109.6, -39.64,   0.3697,  1,   0.6,     0.6978,     4.3458,     0.6171,    31.5261,     3.0041,    40.1910,    20.6687
    1952,     9,        0.000,          0.000,   11.0, 1.2394,    86.9,     60.8,   0.00,   1.0000,  0,   1.0,     0.2484,     4.2133,     0.6465,    31.5433,     3.0041,    39.6556,    21.2041
    1952,    10,        0.000,          0.000,    8.5, 0.8907,    80.8,     31.0,   0.00,   1.0000,  0,   1.0,     0.1183,     4.1205,     0.6463,    31.5325,     3.0041,    39.4216,    21.4381
    1952,    11,        0.000,          0.000,    3.5, 0.3609,    83.9,      7.5,   0.00,   1.0000,  0,   1.0,     0.0875,     4.0835,     0.6437,    31.5254,     3.0041,    39.3442,    21.5155
    1952,    12,        0.000,          0.000,    2.2, 0.2658,    57.8,      1.4,   0.00,   1.0000,  0,   1.0,     0.0701,     4.0564,     0.6412,    31.5196,     3.0041,    39.2915,    21.5682
    1953,     1,        0.000,          0.000,    2.8, 0.3101,    34.2,      7.1,   0.00,   1.0000,  0,   1.0,     0.0542,     4.0251,     0.6380,    31.5122,     3.0041,    39.2335,    21.6262
    1953,     2,        0.000,          0.000,    3.5, 0.3609,    44.8,     17.8,   0.00,   1.0000,  0,   1.0,     0.0401,     3.9889,     0.6338,    31.5030,     3.0041,    39.1699,    21.6898
    1953,     3,        0.000,          0.000,    5.1, 0.5058,    20.8,     45.5, -13.32,   1.0000,  0,   1.0,     0.0263,     3.9388,     0.6274,    31.4894,     3.0041,    39.0860,    21.7737
    1953,     4,        0.000,          0.000,    7.4, 0.7547,    66.3,     70.0,   0.00,   1.0000,  0,   1.0,     0.0140,     3.8652,     0.6173,    31.4679,     3.0041,    38.9684,    21.8913
    1953,     5,        0.000,          0.000,   12.4, 1.4610,    44.7,    109.5, -37.42,   0.4407,  1,   0.6,     0.0102,     3.8280,     0.6118,    31.4565,     3.0041,    38.9106,    21.9491
    1953,     6,        0.000,          0.000,   13.6, 1.6623,    54.3,    123.4, -44.94,   0.2000,  1,   0.6,     0.0086,     3.8090,     0.6090,    31.4505,     3.0041,    38.8813,    21.9785
    1953,     7,        0.000,          0.000,   15.5, 1.9882,    79.8,    128.4, -44.94,   0.2000,  1,   0.6,     0.0071,     3.7863,     0.6056,    31.4434,     3.0041,    38.8465,    22.0132
    1953,     8,        0.000,          0.000,   16.2, 2.1060,    78.9,    106.9, -44.94,   0.2000,  1,   0.6,     0.0057,     3.7625,     0.6020,    31.4357,     3.0041,    38.8101,    22.0496
    1953,     9,        1.353,          0.000,   13.7, 1.6740,    46.6,     62.3, -44.94,   0.2000,  1,   0.6,     0.8036,     4.2982,     0.5992,    31.4296,     3.0041,    40.1347,    22.0783
    1953,    10,        0.000,          0.000,    9.5, 1.0233,    65.2,     31.5,  -3.37,   1.0000,  0,   1.0,     0.3425,     4.1897,     0.6332,    31.4545,     3.0041,    39.6240,    22.5890
    1953,    11,        0.000,          0.000,    8.0, 0.8320,    42.3,     11.5,   0.00,   1.0000,  0,   1.0,     0.1712,     4.1034,     0.6385,    31.4504,     3.0041,    39.3676,    22.8454
    1953,    12,        0.000,          0.000,    6.6, 0.6642,    23.9,      4.8,   0.00,   1.0000,  0,   1.0,     0.0984,     4.0359,     0.6357,    31.4392,     3.0041,    39.2134,    22.9996
    1954,     1,        0.000,          0.000,    2.2, 0.2712,    42.1,      7.3,   0.00,   1.0000,  1,   0.6,     0.0860,     4.0195,     0.6345,    31.4359,     3.0041,    39.1799,    23.0331
    1954,     2,        0.000,          0.000,    2.2, 0.2671,    61.4,     15.0,   0.00,   1.0000,  1,   0.6,     0.0752,     4.0034,     0.6331,    31.4324,     3.0041,    39.1481,    23.0649
    1954,     3,        0.000,          0.000,    5.5, 0.5476,    67.4,     41.2,   0.00,   1.0000,  1,   0.6,     0.0572,     3.9707,     0.6298,    31.4246,     3.0041,    39.0864,    23.1266
    1954,     4,        0.000,          0.000,    6.8, 0.6834,     8.0,     68.3, -43.22,   0.2550,  1,   0.6,     0.0524,     3.9603,     0.6287,    31.4221,     3.0041,    39.0675,    23.1455
    1954,     5,        0.000,          0.000,   11.0, 1.2499,    74.2,    111.3, -44.94,   0.2000,  1,   0.6,     0.0463,     3.9455,     0.6270,    31.4183,     3.0041,    39.0411,    23.1720
    1954,     6,        0.000,          0.000,   13.6, 1.6539,    79.0,    123.5, -44.94,   0.2000,  1,   0.6,     0.0392,     3.9259,     0.6246,    31.4131,     3.0041,    39.0070,    23.2060
    1954,     7,        0.000,          0.000,   14.5, 1.8100,    62.8,    129.6, -44.94,   0.2000,  1,   0.6,     0.0327,     3.9047,     0.6219,    31.4073,     3.0041,    38.9707,    23.2423
    1954,     8,        2.091,          0.000,   14.7, 1.8515,    98.0,    105.5, -26.07,   0.8043,  1,   0.6,     1.2497,     4.6754,     0.6105,    31.3821,     3.0041,    40.9217,    23.3824
    1954,     9,        0.000,          0.000,   13.1, 1.5711,    53.7,     60.8, -17.97,   1.0000,  0,   1.0,     0.3374,     4.4953,     0.6847,    31.4466,     3.0041,    39.9681,    24.3360
    1954,    10,        0.000,          0.000,   11.9, 1.3882,    70.1,     33.2,   0.00,   1.0000,  0,   1.0,     0.1061,     4.3419,     0.6861,    31.4346,     3.0041,    39.5729,    24.7312
    1954,    11,        0.000,          0.000,    6.6, 0.6675,   114.4,     10.8,   0.00,   1.0000,  1,   0.6,     0.0760,     4.2987,     0.6823,    31.4267,     3.0041,    39.4878,    24.8163
    1954,    12,        0.000,          0.000,    6.3, 0.6287,    64.9,      4.7,   0.00,   1.0000,  1,   0.6,     0.0555,     4.2583,     0.6780,    31.4183,     3.0041,    39.4142,    24.8899
    1955,     1,        0.000,          0.000,    2.1, 0.2624,    71.7,      6.6,   0.00,   1.0000,  1,   0.6,     0.0487,     4.2416,     0.6759,    31.4146,     3.0041,    39.3849,    24.9192
    1955,     2,        0.000,          0.000,    0.9, 0.1893,    42.4,     13.4,   0.00,   1.0000,  1,   0.6,     0.0443,     4.2296,     0.6744,    31.4118,     3.0041,    39.3642,    24.9399
    1955,     3,        0.000,          0.000,    2.6, 0.2963,    32.3,     38.2,   0.00,   1.0000,  1,   0.6,     0.0382,     4.2108,     0.6720,    31.4074,     3.0041,    39.3325,    24.9716
    1955,     4,        0.302,          0.000,    9.2, 0.9890,    13.1,     76.6, -44.35,   0.2190,  1,   0.6,     0.2126,     4.3210,     0.6702,    31.4040,     3.0041,    39.6120,    24.9943
    1955,     5,        0.302,          0.000,    9.7, 1.0538,   121.6,    102.7,   0.00,   1.0000,  1,   0.6,     0.3039,     4.3771,     0.6688,    31.3962,     3.0041,    39.7500,    25.1585
    1955,     6,        0.302,          0.000,   13.7, 1.6791,    57.5,    120.5, -32.88,   0.5864,  1,   0.6,     0.3641,     4.4367,     0.6713,    31.3933,     3.0041,    39.8696,    25.3411
    1955,     7,        0.302,          0.000,   17.1, 2.2789,    10.4,    133.2, -44.94,   0.2000,  1,   0.6,     0.4683,     4.5304,     0.6744,    31.3944,     3.0041,    40.0716,    25.4413
    1955,     8,        0.302,          0.000,   17.9, 2.4215,    23.7,    118.1, -44.94,   0.2000,  1,   0.6,     0.5459,     4.6214,     0.6800,    31.3983,     3.0041,    40.2497,    25.5654
    1955,     9,        1.511,          0.000,   14.1, 1.7348,    45.5,     66.8, -44.94,   0.2000,  1,   0.6,     1.3508,     5.2166,     0.6854,    31.4029,     3.0041,    41.6598,    25.6663
    1955,    10,        0.000,          0.000,    8.9, 0.9419,    61.2,     28.9,  -5.42,   1.0000,  1,   0.6,     0.8434,     5.1434,     0.7288,    31.4488,     3.0041,    41.1686,    26.1575
    1955,    11,        0.000,          0.000,    6.4, 0.6430,    44.2,     11.0,   0.00,   1.0000,  1,   0.6,     0.6115,     5.0941,     0.7457,    31.4665,     3.0041,    40.9220,    26.4041
    1955,    12,        0.000,          0.000,    5.4, 0.5355,    61.1,      2.2,   0.00,   1.0000,  1,   0.6,     0.4679,     5.0533,     0.7545,    31.4753,     3.0041,    40.7551,    26.5710
    1956,     1,        0.000,          0.000,    3.4, 0.3545,   105.3,      6.0,   0.00,   1.0000,  0,   1.0,     0.3482,     5.0087,     0.7601,    31.4803,     3.0041,    40.6014,    26.7247
    1956,     2,        0.000,          0.000,   -1.4, 0.0877,    24.5,     13.0,   0.00,   1.0000,  0,   1.0,     0.3237,     4.9978,     0.7609,    31.4810,     3.0041,    40.5674,    26.7587
    1956,     3,        0.000,          0.000,    5.8, 0.5827,    25.2,     42.4,  -6.60,   1.0000,  0,   1.0,     0.1992,     4.9255,     0.7625,    31.4805,     3.0041,    40.3717,    26.9544
    1956,     4,        0.000,          0.000,    6.2, 0.6168,    36.0,     69.4, -22.65,   0.9137,  0,   1.0,     0.1245,     4.8566,     0.7592,    31.4744,     3.0041,    40.2188,    27.1073
    1956,     5,        0.000,          0.000,   11.9, 1.3804,    12.0,    109.5, -44.94,   0.2000,  1,   0.6,     0.1085,     4.8365,     0.7576,    31.4719,     3.0041,    40.1786,    27.1475
    1956,     6,        0.000,          0.000,   12.7, 1.5173,    69.4,    119.0, -44.94,   0.2000,  1,   0.6,     0.0932,     4.8145,     0.7556,    31.4689,     3.0041,    40.1363,    27.1898
    1956,     7,        0.000,          0.000,   15.7, 2.0255,   104.0,    128.3, -37.17,   0.4489,  1,   0.6,     0.0592,     4.7493,     0.7486,    31.4582,     3.0041,    40.0194,    27.3067
    1956,     8,        0.000,          0.000,   13.6, 1.6590,   111.1,    101.2,  -1.97,   1.0000,  1,   0.6,     0.0258,     4.6326,     0.7334,    31.4350,     3.0041,    39.8309,    27.4952
    1956,     9,        0.000,          0.000,   14.1, 1.7433,    68.3,     66.6,   0.00,   1.0000,  1,   0.6,     0.0108,     4.5130,     0.7158,    31.4078,     3.0041,    39.6516,    27.6745
    1956,    10,        0.000,          0.000,    8.9, 0.9472,    45.9,     26.6,   0.00,   1.0000,  1,   0.6,     0.0067,     4.4494,     0.7060,    31.3924,     3.0041,    39.5586,    27.7676
    1956,    11,        2.598,          0.000,    5.3, 0.5265,    30.1,      6.6,   0.00,   1.0000,  1,   0.6,     1.5384,     5.4789,     0.7005,    31.3837,     3.0041,    42.1056,    27.8183
    1956,    12,        0.000,          0.000,    5.4, 0.5365,    77.2,      6.5,   0.00,   1.0000,  0,   1.0,     0.9838,     5.4059,     0.7490,    31.4365,     3.0041,    41.5793,    28.3446
    1957,     1,        0.000,          0.000,    5.2, 0.5166,    43.4,      6.6,   0.00,   1.0000,  0,   1.0,     0.6396,     5.3366,     0.7750,    31.4647,     3.0041,    41.2200,    28.7039
    1957,     2,        0.000,          0.000,    5.6, 0.5527,    73.0,     16.5,   0.00,   1.0000,  0,   1.0,     0.4036,     5.2633,     0.7887,    31.4789,     3.0041,    40.9386,    28.9853
    1957,     3,        0.000,          0.000,    9.1, 0.9768,    40.7,     50.8,   0.00,   1.0000,  0,   1.0,     0.1788,     5.1364,     0.7927,    31.4809,     3.0041,    40.5928,    29.3311
    1957,     4,        0.000,          0.000,    8.4, 0.8777,    17.9,     75.9, -39.03,   0.3895,  1,   0.6,     0.1507,     5.1101,     0.7913,    31.4790,     3.0041,    40.5352,    29.3887
    1957,     5,        0.000,          0.000,   10.0, 1.0976,    38.4,    106.6, -44.94,   0.2000,  1,   0.6,     0.1351,     5.0933,     0.7902,    31.4774,     3.0041,    40.5001,    29.4238
    1957,     6,        0.000,          0.000,   15.2, 1.9388,    60.7,    124.2, -44.94,   0.2000,  1,   0.6,     0.1112,     5.0638,     0.7879,    31.4743,     3.0041,    40.4413,    29.4827
    1957,     7,        0.000,          0.000,   16.8, 2.2112,    72.8,    138.8, -44.94,   0.2000,  1,   0.6,     0.0892,     5.0303,     0.7847,    31.4700,     3.0041,    40.3783,    29.5456
    1957,     8,        1.809,          0.000,   15.4, 1.9669,    96.8,    110.9, -31.32,   0.6362,  1,   0.6,     1.1152,     5.6780,     0.7740,    31.4553,     3.0041,    42.0265,    29.7061
    1957,     9,        0.000,          0.000,   12.7, 1.5173,    78.7,     67.1,  -2.94,   1.0000,  0,   1.0,     0.3149,     5.4666,     0.8295,    31.5138,     3.0041,    41.1289,    30.6037
    1957,    10,        0.000,          0.000,   10.9, 1.2275,    61.8,     34.2,   0.00,   1.0000,  0,   1.0,     0.1132,     5.3014,     0.8248,    31.5075,     3.0041,    40.7510,    30.9816
    1957,    11,        0.000,          0.000,    6.0, 0.5985,    53.3,      9.7,   0.00,   1.0000,  0,   1.0,     0.0688,     5.2227,     0.8166,    31.4978,     3.0041,    40.6099,    31.1228
    1957,    12,        0.000,          0.000,    3.8, 0.3914,    74.2,      4.0,   0.00,   1.0000,  0,   1.0,     0.0496,     5.1718,     0.8102,    31.4901,     3.0041,    40.5258,    31.2068
    1958,     1,        0.000,          0.000,    3.4, 0.3561,    76.8,      8.2,   0.00,   1.0000,  0,   1.0,     0.0369,     5.1260,     0.8039,    31.4826,     3.0041,    40.4534,    31.2792
    1958,     2,        0.000,          0.000,    4.9, 0.4837,    72.7,     21.1,   0.00,   1.0000,  0,   1.0,     0.0246,     5.0643,     0.7951,    31.4716,     3.0041,    40.3598,    31.3728
    1958,     3,        0.000,          0.000,    3.5, 0.3650,    57.0,     37.4,   0.00,   1.0000,  0,   1.0,     0.0182,     5.0183,     0.7882,    31.4629,     3.0041,    40.2917,    31.4409
    1958,     4,        0.000,          0.000,    7.2, 0.7286,    36.3,     76.2, -20.85,   0.9714,  0,   1.0,     0.0101,     4.9303,     0.7747,    31.4454,     3.0041,    40.1646,    31.5680
    1958,     5,        0.000,          0.000,   11.5, 1.3245,    50.7,    109.8, -44.94,   0.2000,  1,   0.6,     0.0088,     4.9108,     0.7717,    31.4413,     3.0041,    40.1367,    31.5959
    1958,     6,        0.000,          0.000,   14.0, 1.7246,   138.8,    122.0,   0.00,   1.0000,  1,   0.6,     0.0037,     4.7854,     0.7521,    31.4143,     3.0041,    39.9597,    31.7729
    1958,     7,        0.000,          0.000,   15.9, 2.0504,    64.9,    130.6, -33.05,   0.5808,  1,   0.6,     0.0021,     4.7007,     0.7387,    31.3952,     3.0041,    39.8408,    31.8919
    1958,     8,        0.000,          0.000,   15.8, 2.0362,    63.8,    106.4, -44.94,   0.2000,  1,   0.6,     0.0017,     4.6720,     0.7341,    31.3886,     3.0041,    39.8005,    31.9321
    1958,     9,        1.314,          0.000,   14.9, 1.8862,    79.2,     64.6, -14.19,   1.0000,  1,   0.6,     0.7761,     5.0801,     0.7137,    31.3576,     3.0041,    40.9317,    32.1149
    1958,    10,        0.000,          0.000,   10.5, 1.1683,    69.6,     30.5,   0.00,   1.0000,  0,   1.0,     0.2931,     4.9339,     0.7442,    31.3844,     3.0041,    40.3598,    32.6868
    1958,    11,        0.000,          0.000,    6.0, 0.5943,    54.1,      7.7,   0.00,   1.0000,  0,   1.0,     0.1787,     4.8611,     0.7449,    31.3823,     3.0041,    40.1712,    32.8754
    1958,    12,        0.000,          0.000,    4.4, 0.4403,    86.1,      3.6,   0.00,   1.0000,  0,   1.0,     0.1238,     4.8079,     0.7423,    31.3771,     3.0041,    40.0552,    32.9913
    1959,     1,        0.000,          0.000,    1.0, 0.1931,    98.1,      1.2,   0.00,   1.0000,  1,   0.6,     0.1124,     4.7940,     0.7413,    31.3754,     3.0041,    40.0271,    33.0194
    1959,     2,        0.000,          0.000,    3.6, 0.3731,    16.2,     16.3,   0.00,   1.0000,  1,   0.6,     0.0933,     4.7673,     0.7390,    31.3717,     3.0041,    39.9753,    33.0713
    1959,     3,        0.000,          0.000,    6.9, 0.6983,    61.6,     42.3,   0.00,   1.0000,  1,   0.6,     0.0658,     4.7176,     0.7339,    31.3636,     3.0041,    39.8850,    33.1615
    1959,     4,        0.000,          0.000,    9.5, 1.0246,    61.4,     76.8,   0.00,   1.0000,  1,   0.6,     0.0394,     4.6456,     0.7253,    31.3500,     3.0041,    39.7645,    33.2820
    1959,     5,        0.000,          0.000,   11.8, 1.3725,    19.4,    108.5, -44.94,   0.2000,  1,   0.6,     0.0344,     4.6265,     0.7228,    31.3461,     3.0041,    39.7339,    33.3126
    1959,     6,        0.000,          0.000,   14.8, 1.8706,    28.7,    124.0, -44.94,   0.2000,  1,   0.6,     0.0285,     4.6006,     0.7193,    31.3407,     3.0041,    39.6932,    33.3534
    1959,     7,        0.000,          0.000,   17.4, 2.3213,    68.1,    134.3, -44.94,   0.2000,  1,   0.6,     0.0226,     4.5687,     0.7148,    31.3337,     3.0041,    39.6439,    33.4026
    1959,     8,        2.029,          0.000,   17.3, 2.3176,    32.6,    111.7, -44.94,   0.2000,  1,   0.6,     1.2154,     5.3685,     0.7102,    31.3266,     3.0041,    41.6248,    33.4507
    1959,     9,        0.000,          0.000,   14.3, 1.7860,     4.7,     66.7, -44.94,   0.2000,  0,   1.0,     0.9025,     5.3208,     0.7364,    31.3549,     3.0041,    41.3188,    33.7567
    1959,    10,        0.000,          0.000,   11.8, 1.3757,    55.3,     31.8, -13.49,   1.0000,  0,   1.0,     0.2868,     5.1409,     0.7766,    31.3933,     3.0041,    40.6018,    34.4737
    1959,    11,        0.000,          0.000,    6.4, 0.6397,    59.9,      9.8,   0.00,   1.0000,  1,   0.6,     0.2083,     5.0918,     0.7771,    31.3928,     3.0041,    40.4742,    34.6013
    1959,    12,        0.000,          0.000,    5.5, 0.5425,    98.3,      5.4,   0.00,   1.0000,  1,   0.6,     0.1588,     5.0506,     0.7757,    31.3904,     3.0041,    40.3796,    34.6960
    1960,     1,        0.000,          0.000,    3.5, 0.3642,    82.2,      5.9,   0.00,   1.0000,  1,   0.6,     0.1324,     5.0231,     0.7741,    31.3879,     3.0041,    40.3214,    34.7541
    1960,     2,        0.000,          0.000,    4.1, 0.4128,    63.1,     18.1,   0.00,   1.0000,  1,   0.6,     0.1077,     4.9921,     0.7716,    31.3844,     3.0041,    40.2598,    34.8157
    1960,     3,        0.000,          0.000,    5.8, 0.5723,    47.4,     46.1,   0.00,   1.0000,  1,   0.6,     0.0809,     4.9494,     0.7676,    31.3786,     3.0041,    40.1806,    34.8950
    1960,     4,        0.259,          0.000,    8.6, 0.9063,    13.5,     75.8, -43.35,   0.2510,  1,   0.6,     0.2253,     5.0388,     0.7658,    31.3761,     3.0041,    40.4100,    34.9249
    1960,     5,        0.259,          0.000,   12.5, 1.4786,    45.8,    112.8, -44.94,   0.2000,  1,   0.6,     0.3474,     5.1228,     0.7655,    31.3751,     3.0041,    40.6150,    34.9794
    1960,     6,        0.259,          0.000,   15.6, 1.9970,    98.2,    120.1, -36.82,   0.4601,  1,   0.6,     0.3725,     5.1590,     0.7681,    31.3762,     3.0041,    40.6799,    35.1738
    1960,     7,        0.259,          0.000,   15.1, 1.9124,    86.9,    131.3, -44.94,   0.2000,  1,   0.6,     0.4608,     5.2358,     0.7702,    31.3781,     3.0041,    40.8490,    35.2641
    1960,     8,        0.259,          0.000,   14.9, 1.8897,    95.2,    105.0, -28.49,   0.7266,  1,   0.6,     0.3850,     5.2354,     0.7782,    31.3844,     3.0041,    40.7871,    35.5855
    1960,     9,        1.297,          0.000,   13.1, 1.5679,   110.8,     60.0,   0.00,   1.0000,  1,   0.6,     0.9414,     5.6453,     0.7817,    31.3854,     3.0041,    41.7578,    35.9119
    1960,    10,        0.000,          0.000,   10.2, 1.1263,   119.7,     31.7,   0.00,   1.0000,  1,   0.6,     0.5361,     5.5507,     0.8106,    31.4175,     3.0041,    41.3190,    36.3508
    1960,    11,        0.000,          0.000,    7.3, 0.7487,    82.7,      5.8,   0.00,   1.0000,  1,   0.6,     0.3687,     5.4887,     0.8186,    31.4266,     3.0041,    41.1067,    36.5630
    1960,    12,        0.000,          0.000,    3.8, 0.3897,   104.5,      0.9,   0.00,   1.0000,  1,   0.6,     0.3034,     5.4567,     0.8204,    31.4287,     3.0041,    41.0133,    36.6564
    1961,     1,        0.000,          0.000,    3.6, 0.3715,    64.8,      8.8,   0.00,   1.0000,  0,   1.0,     0.2226,     5.4063,     0.8208,    31.4293,     3.0041,    40.8831,    36.7866
    1961,     2,        0.000,          0.000,    7.2, 0.7286,    60.2,     19.7,   0.00,   1.0000,  0,   1.0,     0.1213,     5.3087,     0.8160,    31.4233,     3.0041,    40.6735,    36.9963
    1961,     3,        0.000,          0.000,    8.0, 0.8257,    25.4,     42.8,  -6.70,   1.0000,  0,   1.0,     0.0610,     5.2002,     0.8051,    31.4098,     3.0041,    40.4802,    37.1895
    1961,     4,        0.000,          0.000,    9.7, 1.0538,    70.0,     76.2,   0.00,   1.0000,  0,   1.0,     0.0253,     5.0650,     0.7874,    31.3872,     3.0041,    40.2690,    37.4007
    1961,     5,        0.000,          0.000,   10.6, 1.1786,    26.9,    105.7, -44.94,   0.2000,  1,   0.6,     0.0225,     5.0471,     0.7848,    31.3839,     3.0041,    40.2424,    37.4273
    1961,     6,        0.000,          0.000,   14.5, 1.8100,    38.4,    122.4, -44.94,   0.2000,  1,   0.6,     0.0188,     5.0198,     0.7807,    31.3787,     3.0041,    40.2021,    37.4676
    1961,     7,        0.000,          0.000,   15.4, 1.9617,    53.3,    132.7, -44.94,   0.2000,  1,   0.6,     0.0154,     4.9903,     0.7763,    31.3730,     3.0041,    40.1592,    37.5105
    1961,     8,        0.000,          0.000,   15.8, 2.0415,    78.5,    109.4, -44.94,   0.2000,  1,   0.6,     0.0126,     4.9599,     0.7717,    31.3669,     3.0041,    40.1152,    37.5545
    1961,     9,        0.000,          0.000,   15.2, 1.9405,    75.4,     69.5, -21.67,   0.9451,  1,   0.6,     0.0050,     4.8253,     0.7513,    31.3388,     3.0041,    39.9245,    37.7452
    1961,    10,        0.000,          0.000,   10.5, 1.1757,    91.0,     31.8,   0.00,   1.0000,  1,   0.6,     0.0028,     4.7409,     0.7382,    31.3201,     3.0041,    39.8062,    37.8636
    1961,    11,        2.597,          0.000,    5.8, 0.5733,    76.8,      9.3,   0.00,   1.0000,  1,   0.6,     1.5350,     5.7647,     0.7318,    31.3109,     3.0041,    42.3465,    37.9204
    1961,    12,        0.000,          0.000,    1.9, 0.2493,   108.4,      2.0,   0.00,   1.0000,  0,   1.0,     1.2470,     5.7289,     0.7572,    31.3394,     3.0041,    42.0765,    38.1904
    1962,     1,        0.000,          0.000,    4.0, 0.4050,    89.4,      7.0,   0.00,   1.0000,  0,   1.0,     0.8898,     5.6711,     0.7867,    31.3724,     3.0041,    41.7240,    38.5429
