example input data to run RothC for a number of years
clay and depth are only needed once, other data is monthly jan-dec 
clay	depth	iom	nsteps			
13.0	25.0	3.0041	840
year	modern	Tmp	Rain	Evap	C inp	FYM	PC	DPM/RPM
1978	132.4	14.87	64.1	124.9	0	0	1	1.44
1978	132.4	14.9	44.2	105.4	1.8485	0	1	1.44
1978	132.4	14.42	30.1	74.2	0	0	0	1.44
1978	132.4	11.51	2.8	37.4	0	0	0	1.44
1978	132.4	8	26	26.2	0	0	0	1.44
1978	132.4	3.72	107	14.5	0	0	0	1.44
1979	130.3	-0.86	60.4	-1.6	0	0	0	1.44
1979	130.3	0.66	53.9	9.1	0	0	0	1.44
1979	130.3	4.53	127.3	37.8	0	0	0	1.44
1979	130.3	7.68	86.8	70.8	0	0	1	1.44
1979	130.3	10.65	103.5	101.3	0	0	1	1.44
1979	130.3	13.73	43.2	113.7	0	0	1	1.44
1979	130.3	16.08	13.9	124.1	0	0	1	1.44
1979	130.3	15.24	70	103.9	1.8485	0	1	1.44
1979	130.3	13.49	15.4	62.7	0	0	0	1.44
1979	130.3	10.72	81.1	28.3	0	0	0	1.44
1979	130.3	6.51	46.3	15.8	0	0	0	1.44
1979	130.3	5.63	130.9	21.7	0	0	0	1.44
1980	128.3	1.95	33.1	2.9	0	0	1	1.44
1980	128.3	5.56	47	20.8	0	0	1	1.44
1980	128.3	4.74	78.7	37.1	0	0	1	1.44
1980	128.3	8.03	21.6	64.8	0	0	1	1.44
1980	128.3	10.21	30.6	90.2	0	0	1	1.44
1980	128.3	14.23	92.3	118	0	0	1	1.44
1980	128.3	14.41	113.2	113.7	0	0	1	1.44
1980	128.3	15.93	123.6	110.6	2.1361	0	1	1.44
1980	128.3	14.82	22.4	74.3	0	0	0	1.44
1980	128.3	8.82	81.3	27.6	0	0	1	1.44
1980	128.3	5.98	50.4	20.9	0	0	1	1.44
1980	128.3	5.01	30.2	17.2	0	0	1	1.44
1981	126.4	4.31	30.6	10.8	0	0	1	1.44
1981	126.4	2.56	15.7	14.2	0	0	1	1.44
1981	126.4	8.04	102.8	65.9	0	0	1	1.44
1981	126.4	7.26	70.9	60.5	0	0	1	1.44
1981	126.4	11.22	62.8	93.7	0	0	1	1.44
1981	126.4	13.32	34.2	115.9	0	0	1	1.44
1981	126.4	15.88	43.8	116.5	0	0	1	1.44
1981	126.4	16.2	53	95.8	2.8625	0	1	1.44
1981	126.4	14.66	71.5	71.7	0	0	0	1.44
1981	126.4	8.38	79.3	25.5	0	0	0	1.44
1981	126.4	7.12	33.8	19.1	0	0	1	1.44
1981	126.4	-0.21	46.9	-0.8	0	0	1	1.44
1982	124.7	2.05	41.8	15.1	0	0	0	1.44
1982	124.7	4.48	25.6	20.7	0	0	0	1.44
1982	124.7	5.9	90.2	45.1	0	0	0	1.44
1982	124.7	8.09	27.2	71	0	0	1	1.44
1982	124.7	11.23	44	96.8	0	0	1	1.44
1982	124.7	15.8	105.9	126.3	0	0	1	1.44
1982	124.7	16.39	27.7	116.9	0	0	1	1.44
1982	124.7	16.32	44.6	109.2	2.1299	0	1	1.44
1982	124.7	14.24	31.5	64.9	0	0	0	1.44
1982	124.7	10.09	108.5	24.3	0	0	0	1.44
1982	124.7	7.83	79.7	22.4	0	0	0	1.44
1982	124.7	4.09	52.7	8.5	0	0	0	1.44
1983	123.2	6.63	40.7	48.9	0	0	0	1.44
1983	123.2	1.33	28.6	13.5	0	0	0	1.44
1983	123.2	6.32	37.8	41.7	0	0	0	1.44
1983	123.2	6.92	97.2	62.6	0	0	1	1.44
1983	123.2	10.13	119	80.2	0	0	1	1.44
1983	123.2	14.41	23.6	123.8	0	0	1	1.44
1983	123.2	19.25	58.9	153.1	0	0	1	1.44
1983	123.2	17.35	17.5	104.6	1.9398	0	1	1.44
1983	123.2	14.03	74	69.7	0	0	0	1.44
1983	123.2	10.33	45.2	36.2	0	0	0	1.44
1983	123.2	7.27	39.7	19.3	0	0	0	1.44
1983	123.2	5.34	45	16.6	0	0	0	1.44
1984	121.7	3.68	73	9.2	0	0	0	1.44
1984	121.7	3.16	44.5	18.3	0	0	0	1.44
1984	121.7	4.53	48.5	38.2	0	0	0	1.44
1984	121.7	7.43	8.7	54.8	0	0	1	1.44
1984	121.7	9.03	87.6	87.8	0	0	1	1.44
1984	121.7	14.26	48.9	115.5	0	0	1	1.44
1984	121.7	16.57	12.1	121.3	0	0	1	1.44
1984	121.7	17.46	68.5	110	1.9398	0	1	1.44
1984	121.7	13.64	88.8	69.5	0	0	0	1.44
1984	121.7	11.43	48.4	38.4	0	0	0	1.44
1984	121.7	8.1	104.7	21.5	0	0	0	1.44
1984	121.7	5.31	49.2	3.7	0	0	0	1.44
1985	120.4	0.27	48.8	5.3	0	0	1	1.44
1985	120.4	1.31	19.8	15	0	0	1	1.44
1985	120.4	4.62	36.2	34.1	0	0	1	1.44
1985	120.4	8.44	20.5	79.3	0	0	1	1.44
1985	120.4	10.53	71.3	95.3	0	0	1	1.44
1985	120.4	12.61	117.3	106.8	0	0	1	1.44
1985	120.4	16.23	76.7	120.7	0	0	1	1.44
1985	120.4	15.1	49.9	98.5	0	0	1	1.44
1985	120.4	14.72	23.2	65.6	2.5933	0	0	1.44
1985	120.4	10.85	28.6	36.2	0	0	0	1.44
1985	120.4	3.59	43.3	4	0	0	1	1.44
1985	120.4	6.74	102.4	24.5	0	0	1	1.44
1986	119.1	3.36	80.7	7.8	0	0	1	1.44
1986	119.1	-2.5	26.4	7.2	0	0	1	1.44
1986	119.1	5.22	58.5	40.4	0	0	1	1.44
1986	119.1	5.99	76.7	58.2	0	0	1	1.44
1986	119.1	11.47	68	112.7	0	0	1	1.44
1986	119.1	14.78	16.2	118.4	0	0	1	1.44
1986	119.1	16.32	47.9	129.1	0	0	1	1.44
1986	119.1	14.32	103.1	100	3.0219	0	1	1.44
1986	119.1	11.13	28.5	46.2	0	0	0	1.44
1986	119.1	10.9	74.5	29.1	0	0	0	1.44
1986	119.1	7.8	67.9	17.3	0	0	1	1.44
1986	119.1	5.77	67.5	17.6	0	0	1	1.44
1987	118	-0.04	18.3	0.5	0	0	0	1.44
1987	118	3.54	28.8	22.5	0	0	0	1.44
1987	118	3.87	48.1	39.4	0	0	0	1.44
1987	118	10.3	55.8	80.3	0	0	1	1.44
1987	118	9.99	47.6	95.6	0	0	1	1.44
1987	118	12.88	108.5	112.8	0	0	1	1.44
1987	118	15.66	71.6	126.8	0	0	1	1.44
1987	118	15.48	47.5	101.7	1.9732	0	1	1.44
1987	118	13.85	37.5	65.9	0	0	0	1.44
1987	118	9.61	152.1	25.1	0	0	0	1.44
1987	118	6.1	56.9	11.8	0	0	0	1.44
1987	118	5.26	25	22.5	0	0	0	1.44
1988	116.9	5.13	108.8	8.7	0	0	0	1.44
1988	116.9	4.59	30.7	27.2	0	0	0	1.44
1988	116.9	6.39	64.4	52	0	0	0	1.44
1988	116.9	7.89	28.1	73.2	0	0	1	1.44
1988	116.9	11.71	55.7	108.3	0	0	1	1.44
1988	116.9	13.98	54.2	110.7	0	0	1	1.44
1988	116.9	15.04	105.9	124.3	0	0	1	1.44
1988	116.9	15.41	43	120.1	1.9398	0	1	1.44
1988	116.9	13.51	71.2	70.2	0	0	0	1.44
1988	116.9	10.63	52.2	30.4	0	0	0	1.44
1988	116.9	4.61	30.4	6.6	0	0	0	1.44
1988	116.9	7.07	24.1	6.7	0	0	0	1.44
1989	115.9	5.91	33	6.3	0	0	0	1.44
1989	115.9	5.63	59.2	23.7	0	0	0	1.44
1989	115.9	7.96	54.5	56.1	0	0	0	1.44
1989	115.9	6.4	98.5	55.1	0	0	1	1.44
1989	115.9	12.92	29.2	124.1	0	0	1	1.44
1989	115.9	14.28	38.8	123	0	0	1	1.44
1989	115.9	18.03	40.1	132.4	0	0	1	1.44
1989	115.9	16.87	24.2	115.5	1.9398	0	1	1.44
1989	115.9	15.19	16.2	64	0	0	0	1.44
1989	115.9	12.06	50.8	38.3	0	0	0	1.44
1989	115.9	5.67	30.8	3.8	0	0	0	1.44
1989	115.9	5.18	146.3	6.8	0	0	0	1.44
1990	115	6.59	71	15.4	0	0	1	1.44
1990	115	7.64	96.2	37.8	0	0	1	1.44
1990	115	8.4	17.7	64.2	0	0	1	1.44
1990	115	7.52	28.7	81.5	0	0	1	1.44
1990	115	11.99	3.2	123.3	0	0	1	1.44
1990	115	13.69	36.6	119.9	0	0	1	1.44
1990	115	16.73	29.3	156	0	0	1	1.44
1990	115	18.5	24.3	130.4	0	0	1	1.44
1990	115	13.12	31.4	78.5	2.5933	0	0	1.44
1990	115	12.19	37	40.6	0	0	0	1.44
1990	115	6.68	28.3	14.8	0	0	1	1.44
1990	115	4.17	56.8	7.4	0	0	1	1.44
1991	114.2	3.24	54.7	10.9	0	0	1	1.44
1991	114.2	1.11	44.4	13.6	0	0	1	1.44
1991	114.2	7.9	30.2	38.4	0	0	1	1.44
1991	114.2	7.75	68.5	78.3	0	0	1	1.44
1991	114.2	10.33	12.8	81.5	0	0	1	1.44
1991	114.2	12.37	83.4	103.3	0	0	1	1.44
1991	114.2	17.24	72.4	133.6	0	0	1	1.44
1991	114.2	17.15	15.9	117	3.1909	0	1	1.44
1991	114.2	14.52	90.6	67.4	0	0	0	1.44
1991	114.2	9.67	31.1	28.2	0	0	0	1.44
1991	114.2	6.53	66.3	10.8	0	0	1	1.44
1991	114.2	3.71	12.1	3.4	0	0	1	1.44
1992	113.4	3.3	49.7	9.8	0	0	1	1.44
1992	113.4	5.22	14.9	25.2	0	0	1	1.44
1992	113.4	7.46	47.2	47.1	0	0	1	1.44
1992	113.4	8.64	59.1	70.3	0	0	1	1.44
1992	113.4	13.2	69.1	127.4	0	0	1	1.44
1992	113.4	15.14	45.5	115.6	0	0	1	1.44
1992	113.4	16.77	93	112.2	0	0	1	1.44
1992	113.4	15.92	102.4	108.7	2.1673	0	1	1.44
1992	113.4	13.77	115.3	58.4	0	0	0	1.44
1992	113.4	7.61	76.6	23	0	0	0	1.44
1992	113.4	7.32	100.5	10.7	0	0	1	1.44
1992	113.4	3.26	42.2	1.9	0	0	1	1.44
1993	112.7	5.88	81.6	17.7	0	0	0	1.44
1993	112.7	4.24	8.8	14.1	0	0	0	1.44
1993	112.7	6.61	23.2	44	0	0	0	1.44
1993	112.7	9.37	96.2	60.1	0	0	1	1.44
1993	112.7	11.66	64.8	100.7	0	0	1	1.44
1993	112.7	14.81	79.1	106.3	0	0	1	1.44
1993	112.7	15.61	51.2	110	0	0	1	1.44
1993	112.7	14.92	40.2	104.7	1.9398	0	1	1.44
1993	112.7	12.35	84.5	39.3	0	0	0	1.44
1993	112.7	8.45	103.3	23.3	0	0	0	1.44
1993	112.7	4.57	63.4	5.1	0	0	0	1.44
1993	112.7	5.38	98.4	8.7	0	0	0	1.44
1994	112	5.29	71.5	6.6	0	0	0	1.44
1994	112	3.29	55.3	11	0	0	0	1.44
1994	112	7.7	43.3	60.5	0	0	0	1.44
1994	112	8.13	54.3	87.9	0	0	1	1.44
1994	112	10.55	65.6	96.4	0	0	1	1.44
1994	112	14.53	31.9	150.8	0	0	1	1.44
1994	112	18.42	9.2	152	0	0	1	1.44
1994	112	16.55	47.2	132.7	1.9398	0	1	1.44
1994	112	12.84	72.1	66.7	0	0	0	1.44
1994	112	9.83	65.8	30.2	0	0	0	1.44
1994	112	9.57	34.8	11.1	0	0	0	1.44
1994	112	6.08	58.9	13.9	0	0	0	1.44
1995	111.4	4.4	103.3	16.1	0	0	1	1.44
1995	111.4	6.29	64.6	30.2	0	0	1	1.44
1995	111.4	5.31	53.2	61.1	0	0	1	1.44
1995	111.4	9.07	18.5	83.9	0	0	1	1.44
1995	111.4	11.42	28.5	127.2	0	0	1	1.44
1995	111.4	13.86	15.7	132.8	0	0	1	1.44
1995	111.4	18.72	36.6	157	0	0	1	1.44
1995	111.4	18.7	1.9	153.1	0	0	1	1.44
1995	111.4	13.16	148.4	54.2	2.5933	0	0	1.44
1995	111.4	13.12	29.1	43	0	0	0	1.44
1995	111.4	7.36	65.2	6.8	0	0	1	1.44
1995	111.4	1.51	85.2	0.1	0	0	1	1.44
1996	110.8	3.73	37.1	6.6	0	0	1	1.44
1996	110.8	2.05	58.5	19	0	0	1	1.44
1996	110.8	4.15	23.2	33	0	0	1	1.44
1996	110.8	8.3	30.7	72.1	0	0	1	1.44
1996	110.8	8.87	24	107.1	0	0	1	1.44
1996	110.8	14.5	26.1	151.3	0	0	1	1.44
1996	110.8	16.48	42.2	140.9	0	0	1	1.44
1996	110.8	16.58	63.5	100.5	2.8625	0	1	1.44
1996	110.8	13.47	14.7	71	0	0	0	1.44
1996	110.8	11.35	40.1	43.1	0	0	0	1.44
1996	110.8	5.58	81.9	15.5	0	0	1	1.44
1996	110.8	2.24	27.3	0.3	0	0	1	1.44
1997	110.3	1.6	13.7	1.9	0	0	1	1.44
1997	110.3	6.52	54.5	30.3	0	0	1	1.44
1997	110.3	8.31	7	55.7	0	0	1	1.44
1997	110.3	8.16	10.7	75.5	0	0	1	1.44
1997	110.3	11.12	60	112.1	0	0	1	1.44
1997	110.3	14.25	97.5	114.1	0	0	1	1.44
1997	110.3	16.57	34.9	128.1	0	0	1	1.44
1997	110.3	19.65	29.8	115.9	2.042	0	1	1.44
1997	110.3	14.57	17.9	83.6	0	0	0	1.44
1997	110.3	9.79	60.8	33.1	0	0	0	1.44
1997	110.3	8.2	64.6	10.4	0	0	1	1.44
1997	110.3	5.43	51.6	9.4	0	0	1	1.44
1998	109.8	5.14	54	12.6	0	0	1	1.44
1998	109.8	7.17	8	28.5	0	0	1	1.44
1998	109.8	7.59	50.6	41.9	0	0	1	1.44
1998	109.8	7.8	124.1	63	0	0	1	1.44
1998	109.8	12.58	13.9	119.2	0	0	1	1.44
1998	109.8	14.48	112.5	117.3	0	0	1	1.44
1998	109.8	15.91	28.7	139.1	0	0	1	1.44
1998	109.8	16.02	25.4	131.4	2.3551	0	1	1.44
1998	109.8	14.92	103.1	74.1	0	0	0	1.44
1998	109.8	10.53	102.9	41.4	0	0	0	1.44
1998	109.8	5.25	70.2	10.2	0	0	1	1.44
1998	109.8	5.58	57.7	-1.4	0	0	1	1.44
1999	109.4	5.54	71.7	-3.5	0	0	0	1.44
1999	109.4	5	18.6	4.7	0	0	0	1.44
1999	109.4	7.35	36.8	-9.5	0	0	0	1.44
1999	109.4	9.48	47.8	0.4	0	0	0	1.44
1999	109.4	12.94	26.5	10.2	0	0	1	1.44
1999	109.4	13.6	97.2	8.2	0	0	1	1.44
1999	109.4	17.71	10.2	160.8	0	0	1	1.44
1999	109.4	16.28	114.2	91.2	0	0	1	1.44
1999	109.4	15.95	71	67.6	0	0	1	1.44
1999	109.4	10.37	66.8	30.1	2.061	0	1	1.44
1999	109.4	7.39	32.4	8.6	0	0	0	1.44
1999	109.4	4.46	73.8	3.1	0	0	0	1.44
2000	109	4.53	28.6	3.9	0	0	1	1.44
2000	109	6.09	74	22.4	0	0	1	1.44
2000	109	7.04	25.4	46	0	0	1	1.44
2000	109	7.78	137.8	64.5	0	0	1	1.44
2000	109	11.96	96.2	105.6	0	0	1	1.44
2000	109	15.66	21.4	123.5	0	0	1	1.44
2000	109	15.26	43.4	109.1	0	0	1	1.44
2000	109	17.17	66.6	116.8	0	0	1	1.44
2000	109	15.21	83.6	75.6	3.0874	0	0	1.44
2000	109	10.59	137.4	35	0	0	0	1.44
2000	109	7.01	85.6	12.7	0	0	1	1.44
2000	109	5.48	70.4	3.2	0	0	1	1.44
2001	108.6	2.97	50	1.2	0	0	1	1.44
2001	108.6	4.57	79.6	13	0	0	1	1.44
2001	108.6	5.29	97.6	28.6	0	0	1	1.44
2001	108.6	7.88	80.4	65	0	0	1	1.44
2001	108.6	12.32	48.2	114.7	0	0	1	1.44
2001	108.6	14.24	25.4	127.1	0	0	1	1.44
2001	108.6	17.3	80.2	130.8	0	0	1	1.44
2001	108.6	17.25	85.6	100.8	2.2117	0	1	1.44
2001	108.6	13.09	70.4	59.9	0	0	0	1.44
2001	108.6	13.68	111.6	28.9	0	0	0	1.44
2001	108.6	6.77	53	6.6	0	0	1	1.44
2001	108.6	2.62	22.2	-1.8	0	0	1	1.44
2002	108.2	5.51	46.8	5.9	0	0	1	1.44
2002	108.2	6.92	68.2	26.8	0	0	1	1.44
2002	108.2	7.36	40	46.1	0	0	1	1.44
2002	108.2	9.28	29.4	86.6	0	0	1	1.44
2002	108.2	11.9	62.4	112.8	0	0	1	1.44
2002	108.2	14.66	27.6	125.8	0	0	1	1.44
2002	108.2	16.51	55.2	119.4	0	0	1	1.44
2002	108.2	17.38	40.2	91.6	2.296	0	1	1.44
2002	108.2	13.95	19.4	61.1	0	0	0	1.44
2002	108.2	9.96	109.8	28.9	0	0	0	1.44
2002	108.2	8.48	120.2	7.3	0	0	1	1.44
2002	108.2	5.59	109.6	-2.3	0	0	1	1.44
2003	107.9	4.03	74.4	2.8	0	0	1	1.44
2003	107.9	3.98	17.6	12.1	0	0	1	1.44
2003	107.9	7.79	20.2	52.7	0	0	1	1.44
2003	107.9	8.99	28.3	68.3	0	0	1	1.44
2003	107.9	12.18	18	123.5	0	0	1	1.44
2003	107.9	16.17	53.6	134.9	0	0	1	1.44
2003	107.9	17.69	47.4	135.5	0	0	1	1.44
2003	107.9	18.44	5.2	125.5	2.2412	0	1	1.44
2003	107.9	14.37	20.8	74	0	0	0	1.44
2003	107.9	8.82	38	34.1	0	0	0	1.44
2003	107.9	8.46	101.8	9.9	0	0	1	1.44
2003	107.9	4.48	73.6	0.2	0	0	1	1.44
2004	107.6	4.97	76	7.1	0	0	0	1.44
2004	107.6	5.09	34.6	17.3	0	0	0	1.44
2004	107.6	6.33	40.4	39.2	0	0	0	1.44
2004	107.6	9.35	101.2	68.6	0	0	0	1.44
2004	107.6	12.36	19.8	124.7	0	0	1	1.44
2004	107.6	15.61	24.2	141.1	0	0	1	1.44
2004	107.6	16.23	46.2	130.1	0	0	1	1.44
2004	107.6	18.19	109.6	115.4	0	0	1	1.44
2004	107.6	15.07	25.6	83.7	0	0	1	1.44
2004	107.6	10.74	103.4	30.5	2.4946	0	1	1.44
2004	107.6	7.28	61.8	5.4	0	0	0	1.44
2004	107.6	4.89	28.8	1.6	0	0	0	1.44
2005	107.3	5.56	23.4	14.3	0	0	1	1.44
2005	107.3	3.85	33.6	15.7	0	0	1	1.44
2005	107.3	6.74	45	40.2	0	0	1	1.44
2005	107.3	9.01	33.4	73.6	0	0	1	1.44
2005	107.3	11.33	27	115.9	0	0	1	1.44
2005	107.3	15.56	42.8	126.8	0	0	1	1.44
2005	107.3	16.77	51	124.8	0	0	1	1.44
2005	107.3	16.21	48	112.3	0	0	1	1.44
2005	107.3	15.44	69	69.4	2.0861	0	0	1.44
2005	107.3	13.27	66	30.9	0	0	0	1.44
2005	107.3	5.85	35	10.7	0	0	1	1.44
2005	107.3	4.22	28.8	0.2	0	0	1	1.44
2006	107.1	3.78	20.8	1.8	0	0	1	1.44
2006	107.1	3.28	31.6	17.1	0	0	1	1.44
2006	107.1	4.91	42.4	40.9	0	0	1	1.44
2006	107.1	8.79	38.4	81	0	0	1	1.44
2006	107.1	12.49	79	102.8	0	0	1	1.44
2006	107.1	15.98	9	140.5	0	0	1	1.44
2006	107.1	19.9	66.2	143.6	0	0	1	1.44
2006	107.1	16.37	57.6	88.7	3.0533	0	1	1.44
2006	107.1	17.26	70.4	51.4	0	0	0	1.44
2006	107.1	13.31	92.8	1	0	0	0	1.44
2006	107.1	8.14	51.6	-20.7	0	0	1	1.44
2006	107.1	6.18	50	-6.2	0	0	1	1.44
2007	106.8	6.95	63.6	17.2	0	0	1	1.44
2007	106.8	5.68	63	13.5	0	0	1	1.44
2007	106.8	6.88	35.4	49.2	0	0	1	1.44
2007	106.8	10.82	2	83.7	0	0	1	1.44
2007	106.8	12.11	120.6	96.3	0	0	1	1.44
2007	106.8	15.56	46.2	110.8	0	0	1	1.44
2007	106.8	15.81	94.6	127.5	0	0	1	1.44
2007	106.8	15.66	49.2	101.1	1.9742	0	1	1.44
2007	106.8	13.8	21.2	63	0	0	0	1.44
2007	106.8	10.58	78.4	21	0	0	0	1.44
2007	106.8	6.72	53.1	9.3	0	0	1	1.44
2007	106.8	4.63	52.5	5.6	0	0	1	1.44
